Wavelength;Reflectance;Sigma
2226.00000;0.510782;0.02
2227.00000;0.508092;0.02
2228.00000;0.507973;0.02
2229.00000;0.51061;0.02
2230.00000;0.504087;0.02
2231.00000;0.500946;0.02
2232.00000;0.506083;0.02
2233.00000;0.503282;0.02
2234.00000;0.503994;0.02
2235.00000;0.502564;0.02
2236.00000;0.50248;0.02
2237.00000;0.507251;0.02
2238.00000;0.495842;0.02
2239.00000;0.498162;0.02
2240.00000;0.494528;0.02
2241.00000;0.496151;0.02
2242.00000;0.498488;0.02
2243.00000;0.497805;0.02
2244.00000;0.49698;0.02
2245.00000;0.491931;0.02
2246.00000;0.491017;0.02
2247.00000;0.498688;0.02
2248.00000;0.492242;0.02
2249.00000;0.492988;0.02
2250.00000;0.489485;0.02
2251.00000;0.497184;0.02
2252.00000;0.487323;0.02
2253.00000;0.489755;0.02
2254.00000;0.486852;0.02
2255.00000;0.479059;0.02
2256.00000;0.475119;0.02
2257.00000;0.482597;0.02
2258.00000;0.477371;0.02
2259.00000;0.477357;0.02
2260.00000;0.475427;0.02
2261.00000;0.47794;0.02
2262.00000;0.47853;0.02
2263.00000;0.478147;0.02
2264.00000;0.479162;0.02
2265.00000;0.476309;0.02
2266.00000;0.47805;0.02
2267.00000;0.480627;0.02
2268.00000;0.476144;0.02
2269.00000;0.476504;0.02
2270.00000;0.480591;0.02
2271.00000;0.476739;0.02
2272.00000;0.48319;0.02
2273.00000;0.478109;0.02
2274.00000;0.479499;0.02
2275.00000;0.475915;0.02
2276.00000;0.478923;0.02
2277.00000;0.477702;0.02
2278.00000;0.481529;0.02
2279.00000;0.478571;0.02
2280.00000;0.482558;0.02
2281.00000;0.478214;0.02
2282.00000;0.47923;0.02
2283.00000;0.476973;0.02
2284.00000;0.470084;0.02
2285.00000;0.470664;0.02
2286.00000;0.466801;0.02
2287.00000;0.471172;0.02
2288.00000;0.463227;0.02
2289.00000;0.456344;0.02
2290.00000;0.457925;0.02
2291.00000;0.452165;0.02
2292.00000;0.451255;0.02
2293.00000;0.453211;0.02
2294.00000;0.448348;0.02
2295.00000;0.44456;0.02
2296.00000;0.440226;0.02
2297.00000;0.44901;0.02
2298.00000;0.442763;0.02
2299.00000;0.444151;0.02
2300.00000;0.444467;0.02
2301.00000;0.444015;0.02
2302.00000;0.445909;0.02
2303.00000;0.448417;0.02
2304.00000;0.450225;0.02
2305.00000;0.455889;0.02
2306.00000;0.456751;0.02
2307.00000;0.463717;0.02
2308.00000;0.46142;0.02
2309.00000;0.457161;0.02
2310.00000;0.457246;0.02
2311.00000;0.458265;0.02
2312.00000;0.457392;0.02
2313.00000;0.446746;0.02
2314.00000;0.449581;0.02
2315.00000;0.432029;0.02
2316.00000;0.42996;0.02
2317.00000;0.429691;0.02
2318.00000;0.441728;0.02
2319.00000;0.440486;0.02
2320.00000;0.425117;0.02
2321.00000;0.431138;0.02
2322.00000;0.428238;0.02
2323.00000;0.438242;0.02
2324.00000;0.436984;0.02
2325.00000;0.437979;0.02
2326.00000;0.442466;0.02
2327.00000;0.43951;0.02
2328.00000;0.43684;0.02
2329.00000;0.441908;0.02
2330.00000;0.438011;0.02
2331.00000;0.439822;0.02
2332.00000;0.43169;0.02
2333.00000;0.430703;0.02
2334.00000;0.421365;0.02
2335.00000;0.415887;0.02
2336.00000;0.416427;0.02
2337.00000;0.404763;0.02
2338.00000;0.406802;0.02
2339.00000;0.399243;0.02
2340.00000;0.394152;0.02
2341.00000;0.396063;0.02
2342.00000;0.392609;0.02
2343.00000;0.388245;0.02
2344.00000;0.387636;0.02
2345.00000;0.382352;0.02
2346.00000;0.385671;0.02
2347.00000;0.389926;0.02
2348.00000;0.384833;0.02
2349.00000;0.386509;0.02
2350.00000;0.38775;0.02
2351.00000;0.389601;0.02
2352.00000;0.392116;0.02
2353.00000;0.395282;0.02
2354.00000;0.400083;0.02
2355.00000;0.402305;0.02
2356.00000;0.413642;0.02
2357.00000;0.409408;0.02
2358.00000;0.408928;0.02
2359.00000;0.406543;0.02
2360.00000;0.410395;0.02
2361.00000;0.406904;0.02
2362.00000;0.400798;0.02
2363.00000;0.405042;0.02
2364.00000;0.404846;0.02
2365.00000;0.386437;0.02
2366.00000;0.38468;0.02
2367.00000;0.369077;0.02
2368.00000;0.370314;0.02
2369.00000;0.372639;0.02
2370.00000;0.364286;0.02
2371.00000;0.364425;0.02
2372.00000;0.35868;0.02
2373.00000;0.368199;0.02
2374.00000;0.365759;0.02
2375.00000;0.366079;0.02
2376.00000;0.369575;0.02
2377.00000;0.368205;0.02
2378.00000;0.369046;0.02
2379.00000;0.378993;0.02
2380.00000;0.377799;0.02
2381.00000;0.37832;0.02
2382.00000;0.375655;0.02
2383.00000;0.374764;0.02
2384.00000;0.381993;0.02
2385.00000;0.378611;0.02
2386.00000;0.377411;0.02
2387.00000;0.384233;0.02
2388.00000;0.381239;0.02
2389.00000;0.381453;0.02
2390.00000;0.381892;0.02
2391.00000;0.379117;0.02
2392.00000;0.379395;0.02
2393.00000;0.386551;0.02
2394.00000;0.382043;0.02
2395.00000;0.386653;0.02
2396.00000;0.384633;0.02
2397.00000;0.386569;0.02
2398.00000;0.384914;0.02
2399.00000;0.381488;0.02
2400.00000;0.378748;0.02
2401.00000;0.377625;0.02
2402.00000;0.380373;0.02
2403.00000;0.380609;0.02
2404.00000;0.367235;0.02
2405.00000;0.373951;0.02
2406.00000;0.36342;0.02
2407.00000;0.35777;0.02
2408.00000;0.358659;0.02
2409.00000;0.363364;0.02
2410.00000;0.353076;0.02
2411.00000;0.351636;0.02
2412.00000;0.346454;0.02
2413.00000;0.340711;0.02
2414.00000;0.344566;0.02
2415.00000;0.344054;0.02
2416.00000;0.346498;0.02
2417.00000;0.346408;0.02
2418.00000;0.344715;0.02
2419.00000;0.359567;0.02
2420.00000;0.361043;0.02
2421.00000;0.358698;0.02
2422.00000;0.369203;0.02
2423.00000;0.371922;0.02
2424.00000;0.367631;0.02
2425.00000;0.372664;0.02
2426.00000;0.372437;0.02
2427.00000;0.367901;0.02
2428.00000;0.368598;0.02
2429.00000;0.369874;0.02
2430.00000;0.367825;0.02
2431.00000;0.36404;0.02
2432.00000;0.362295;0.02
2433.00000;0.359847;0.02
2434.00000;0.352248;0.02
2435.00000;0.357995;0.02
2436.00000;0.351158;0.02
2437.00000;0.355412;0.02
2438.00000;0.344774;0.02
2439.00000;0.348223;0.02
2440.00000;0.339058;0.02
2441.00000;0.337898;0.02
2442.00000;0.338958;0.02
2443.00000;0.326529;0.02
2444.00000;0.319845;0.02
2445.00000;0.306232;0.02
2446.00000;0.308102;0.02
2447.00000;0.3065;0.02
2448.00000;0.30185;0.02
2449.00000;0.298163;0.02
2450.00000;0.301008;0.02
2451.00000;0.302532;0.02
2452.00000;0.303428;0.02
2453.00000;0.30572;0.02
2454.00000;0.317634;0.02
2455.00000;0.322195;0.02
2456.00000;0.319049;0.02
2457.00000;0.323243;0.02
2458.00000;0.325172;0.02
2459.00000;0.327529;0.02
2460.00000;0.320824;0.02
2461.00000;0.31636;0.02
2462.00000;0.31239;0.02
2463.00000;0.312912;0.02
2464.00000;0.298826;0.02
2465.00000;0.298019;0.02
2466.00000;0.303156;0.02
2467.00000;0.279449;0.02
2468.00000;0.279428;0.02
2469.00000;0.279202;0.02
2470.00000;0.252165;0.02
2471.00000;0.252368;0.02
2472.00000;0.251565;0.02
2473.00000;0.242614;0.02
2474.00000;0.241123;0.02
2475.00000;0.240798;0.02
2476.00000;0.210248;0.02
2477.00000;0.213982;0.02
2478.00000;0.209594;0.02
2479.00000;0.185462;0.02
2480.00000;0.182125;0.02
2481.00000;0.185767;0.02
2482.00000;0.158487;0.02
2483.00000;0.161459;0.02
2484.00000;0.160025;0.02
2485.00000;0.141744;0.02
2486.00000;0.141794;0.02
2487.00000;0.137757;0.02
2488.00000;0.134325;0.02
2489.00000;0.133035;0.02
2490.00000;0.133074;0.02
2491.00000;0.136196;0.02
2492.00000;0.139119;0.02
2493.00000;0.137136;0.02
2494.00000;0.137259;0.02
2495.00000;0.13859;0.02
2496.00000;0.138964;0.02
2497.00000;0.146472;0.02
2498.00000;0.146485;0.02
2499.00000;0.142443;0.02
2500.00000;0.139441;0.02
